subj,condition,mediator,dv,politics,religion,gender,age,race,race_TEXT,income
R_3Op6Z16WAw2DYBP,2,2,5,2,1,1,23,1,,2
R_9yFDUozyf503Ann,2,4,5,5,1,1,26,4,,2
R_9SwCtrFtcKXG7cN,2,6,2,2,1,1,26,,,2
R_25MRVzRnDTzmnBf,2,6,1,2,3,1,34,1,,3
R_2qsCQVnLmr4YYyv,2,4,5,2,3,1,22,3,,3
R_5areeYV3g2ZVPpv,2,2,1,2,1,2,25,1,,5
R_1inbKpSbg2jF546,2,2,2,5,2,1,32,4,,3
R_1dcAs5qIk5w55J8,2,4,5,5,5,2,30,1,,4
R_1mL6OabbTJ7Vy5A,2,2,2,2,2,2,35,1,,2
R_brXH1QGeSQtgCGJ,2,7,1,1,1,2,35,1,,3
R_cMZIOcAm6PpXU2x,2,5,3,3,3,1,24,4,,5
R_yNKk87YtHwJTcfn,2,2,4,6,5,1,28,3,,1
R_1QapjraRyRHByQy,2,3,4,2,2,1,30,4,,2
R_DnTUByUEwyl0znj,2,6,1,5,2,2,30,1,,3
R_RFd8zDcCf4JC8WR,2,3,2,1,2,2,21,2,,6
R_3EgIuSuByWH9mGr,2,2,2,6,6,2,25,1,,2
R_1hPZO4BTaqztJ4I,2,6,1,1,1,1,29,1,,2
R_phYQSKpEF2Bv4sh,2,5,2,4,3,2,34,1,,2
R_3OiCo2Ci4ewq8PD,2,5,3,2,1,1,22,1,,3
