subj,condition,mediator,dv,politics,religion,gender,age,race,race_TEXT,income
R_3e3TclyfYtfG2VC,2,5,7,1,1,1,60,1,,2
R_DtJ5044GedpUcdX,2,3,3,1,1,2,23,1,,1
R_10uVAgDxgoGecHX,2,1,7,2,4,1,41,1,,5
R_25sXdGPD5T4OBRf,2,4,5,2,1,1,30,1,,2
R_32JUZnkt5EtApGy,2,3,5,2,2,2,22,1,,5
R_3nc688fUPk4cvYm,2,4,5,2,1,1,22,2,,1
R_2RaVDGFqOe3ZsJL,2,1,7,4,2,1,19,1,,2
R_20SfYk6QGE4ppXo,2,5,5,3,1,1,30,3,,1
R_3D5bruqpZNnoX3b,2,5,5,3,1,1,29,1,,1
R_9EMJuuqKxkKGRgZ,2,2,5,5,5,2,27,1,,1
R_29rZq9sSy7TD9KP,2,3,4,2,1,1,44,1,,1
R_25MTEsLB4VIYJec,2,4,4,1,1,1,26,1,,4
R_3EF3FYhatX5ZaSh,2,5,7,5,5,1,23,4,,1
R_ymPqTgl9AEHA3BL,2,2,7,4,4,1,29,5,Middle Eastern/Egyptian,1
R_25Tx50qksaH4fuE,2,3,5,4,5,1,40,1,,3
R_6id2HNUFhr3Od8t,2,2,6,5,1,1,19,1,,1
R_bvIqoatVPwjqYMh,2,5,7,2,1,1,22,1,,1
R_tR4uKBBIGlpMYql,2,6,7,4,2,1,38,5,"Mixed, white/filipino",1
